d3mIndex,Player,Number_seasons,Games_played,At_bats,Runs,Hits,Doubles,Triples,Home_runs,RBIs,Walks,Strikeouts,Batting_average,On_base_pct,Slugging_pct,Fielding_ave,Position,Hall_of_Fame
498,GROVER_HARTLEY,14,569,1319,135,353,60,11,3,144,127,97.0,0.268,0.33899999999999997,0.337,0.968,Catcher,0
499,GABBY_HARTNETT,20,1990,6432,867,1912,396,64,236,1179,703,697.0,0.297,0.37,0.489,0.9840000000000001,Catcher,2
500,TOPSY_HARTSEL,14,1356,4848,826,1336,182,92,31,341,837,,0.276,0.38299999999999995,0.37,0.956,Outfield,0
501,ROY_HARTZELL,11,1290,4548,503,1146,112,55,12,397,455,118.0,0.252,0.327,0.309,0.9590000000000001,Outfield,0
502,RON_HASSEY,14,1192,3440,348,914,172,7,71,438,385,378.0,0.266,0.34299999999999997,0.382,0.993,Catcher,0
503,MICKEY_HATCHER,12,1130,3377,348,946,172,20,38,375,164,246.0,0.28,0.316,0.377,0.983,Outfield,0
504,GRADY_HATTON,12,1312,4206,562,1068,166,33,91,533,646,430.0,0.254,0.355,0.374,0.956,Third_base,0
505,FRANKIE_HAYES,14,1364,4493,545,1164,213,32,119,628,564,627.0,0.259,0.34299999999999997,0.4,0.977,Catcher,0
506,JACKIE_HAYES,14,1091,4040,494,1069,196,33,20,493,309,241.0,0.265,0.318,0.344,0.976,Second_base,0
508,RAY_HAYWORTH,15,699,2062,220,546,92,16,5,238,198,188.0,0.265,0.331,0.332,0.987,Catcher,0
509,JEFF_HEATH,14,1383,4937,777,1447,279,102,194,887,593,670.0,0.293,0.37,0.509,0.972,Outfield,0
511,CLIFF_HEATHCOTE,15,1415,4443,653,1222,206,55,42,448,367,325.0,0.275,0.33299999999999996,0.375,0.971,Outfield,0
512,RICHIE_HEBNER,18,1908,6144,865,1694,273,57,203,890,687,741.0,0.276,0.35600000000000004,0.43799999999999994,0.946,Third_base,0
513,DANNY_HEEP,13,883,1961,208,503,96,6,30,229,220,242.0,0.257,0.33399999999999996,0.35700000000000004,0.986,Outfield,0
515,JIM_HEGAN,17,1666,4772,550,1087,187,46,92,525,456,742.0,0.228,0.29600000000000004,0.344,0.99,Catcher,0
516,MIKE_HEGAN,12,965,2080,281,504,73,18,53,229,311,489.0,0.242,0.34299999999999997,0.371,0.995,First_base,0
518,BOB_HEISE,11,499,1144,104,283,43,3,1,86,47,77.0,0.247,0.281,0.293,0.945,Shortstop,0
520,TOMMY_HELMS,14,1435,4997,414,1342,223,21,34,477,231,301.0,0.26899999999999996,0.303,0.342,0.983,Second_base,0
521,CHARLIE_HEMPHILL,11,1242,4541,580,1230,117,68,22,421,435,,0.271,0.337,0.341,0.9440000000000001,Outfield,0
523,SOLLY_HEMUS,11,961,2694,459,736,137,41,51,263,456,248.0,0.273,0.39,0.41100000000000003,0.9620000000000001,Shortstop,0
524,KEN_HENDERSON,16,1444,4553,595,1168,216,26,122,576,589,763.0,0.257,0.34600000000000003,0.396,0.977,Outfield,0
525,STEVE_HENDERSON,12,1085,3484,459,976,162,49,68,428,386,677.0,0.28,0.354,0.413,0.968,Outfield,0
526,GEORGE_HENDRICK,18,2048,7129,941,1980,343,27,267,1111,567,1013.0,0.278,0.33299999999999996,0.446,0.985,Outfield,0
527,HARVEY_HENDRICK,11,922,2910,434,896,157,46,48,413,239,243.0,0.308,0.364,0.44299999999999995,0.986,First_base,0
529,BUTCH_HENLINE,11,740,2101,258,611,96,21,40,268,192,156.0,0.29100000000000004,0.361,0.414,0.971,Catcher,0
531,BABE_HERMAN,13,1552,5603,882,1818,399,110,181,997,520,553.0,0.324,0.38299999999999995,0.532,0.961,Outfield,0
532,BILLY_HERMAN,15,1922,7707,1163,2345,486,82,47,839,737,428.0,0.304,0.36700000000000005,0.40700000000000003,0.9670000000000001,Second_base,2
533,KEITH_HERNANDEZ,17,2088,7370,1124,2182,426,60,162,1071,1070,1012.0,0.29600000000000004,0.38799999999999996,0.436,0.9940000000000001,First_base,0
534,LARRY_HERNDON,14,1537,4877,605,1334,186,76,107,550,353,793.0,0.27399999999999997,0.325,0.409,0.972,Outfield,0
535,TOM_HERR,13,1514,5349,676,1450,254,41,28,574,627,584.0,0.271,0.35,0.35,0.9890000000000001,Second_base,0
536,ED_HERRMANN,11,922,2729,247,654,92,4,80,320,260,361.0,0.24,0.312,0.364,0.987,Catcher,0
537,MIKE_HERSHBERGER,11,1150,3572,398,900,150,22,26,344,319,311.0,0.252,0.319,0.32799999999999996,0.98,Outfield,0
538,BUCK_HERZOG,13,1493,5284,705,1370,191,75,20,445,427,307.0,0.259,0.32899999999999996,0.335,0.9540000000000001,Second_base,0
539,CHARLIE_HICKMAN,12,1081,3982,478,1176,217,92,59,614,153,,0.295,0.33,0.44,0.968,First_base,0
540,JIM_HICKMAN,13,1421,3974,518,1002,163,25,159,560,491,832.0,0.252,0.337,0.426,0.976,Outfield,0
542,ANDY_HIGH,13,1314,4400,618,1250,195,65,44,482,425,130.0,0.284,0.35,0.38799999999999996,0.956,Third_base,0
543,MARC_HILL,14,737,1809,146,404,62,3,34,198,185,243.0,0.223,0.298,0.317,0.99,Catcher,0
544,BILL_HINCHMAN,10,908,3043,364,793,128,69,20,369,298,174.0,0.261,0.336,0.368,0.9540000000000001,Outfield,0
546,CHUCK_HINTON,11,1353,3968,518,1048,152,47,113,443,416,685.0,0.264,0.335,0.41200000000000003,0.9790000000000001,Outfield,0
547,LARRY_HISLE,14,1197,4205,652,1146,193,32,166,674,462,941.0,0.273,0.35,0.452,0.978,Outfield,0
548,MYRIL_HOAG,13,1020,3147,384,854,141,33,28,401,252,298.0,0.271,0.32799999999999996,0.364,0.965,Outfield,0
550,DICK_HOBLITZEL,11,1318,4706,591,1310,194,88,27,593,407,256.0,0.278,0.341,0.374,0.987,First_base,0
551,GIL_HODGES,18,2071,7030,1105,1921,295,48,370,1274,943,1137.0,0.273,0.361,0.48700000000000004,0.992,First_base,0
552,RON_HODGES,12,666,1426,119,342,56,2,19,147,224,217.0,0.24,0.345,0.322,0.978,Catcher,0
553,SOLLY_HOFMAN,14,1194,4072,554,1095,162,60,19,495,421,171.0,0.26899999999999996,0.33899999999999997,0.35200000000000004,0.9670000000000001,Outfield,0
554,SHANTY_HOGAN,13,989,3180,288,939,146,12,61,474,220,188.0,0.295,0.348,0.406,0.985,Catcher,0
555,BILL_HOLBERT,12,623,2335,182,486,41,7,0,86,58,91.0,0.20800000000000002,0.228,0.23199999999999998,0.907,Catcher,0
556,WALTER_HOLKE,11,1212,4456,464,1278,153,58,24,487,191,304.0,0.287,0.318,0.363,0.993,First_base,0
557,BUG_HOLLIDAY,10,928,3648,728,1134,162,71,65,617,359,211.0,0.311,0.376,0.44799999999999995,0.935,Outfield,0
558,DUCKY_HOLMES,10,932,3601,539,1014,142,58,17,374,236,14.0,0.282,0.337,0.36700000000000005,0.93,Outfield,0
560,HARRY_HOOPER,17,2309,8785,1429,2466,389,160,75,817,1136,412.0,0.281,0.368,0.387,0.966,Outfield,2
561,JOHNNY_HOPP,14,1393,4260,698,1262,216,74,46,458,464,378.0,0.29600000000000004,0.368,0.414,0.985,Outfield,0
562,BOB_HORNER,10,1020,3777,560,1047,169,8,218,685,369,512.0,0.27699999999999997,0.344,0.499,0.946,Third_base,0
563,ROGERS_HORNSBY,23,2259,8173,1579,2930,541,169,301,1584,1038,679.0,0.358,0.434,0.5770000000000001,0.965,Second_base,1
564,JOE_HORNUNG,12,1123,4784,788,1230,172,90,31,564,120,498.0,0.257,0.27699999999999997,0.35,0.922,Outfield,0
565,WILLIE_HORTON,18,2028,7298,873,1993,284,40,325,1163,620,1313.0,0.273,0.335,0.457,0.972,Outfield,0
566,FRANK_HOUSE,10,653,1994,202,494,64,11,47,235,151,147.0,0.248,0.304,0.36200000000000004,0.988,Catcher,0
570,ROY_HOWELL,11,1112,3791,422,991,183,31,80,454,318,675.0,0.261,0.322,0.389,0.9440000000000001,Third_base,0
571,DUMMY_HOY,14,1796,7112,1426,2044,248,121,40,726,1004,210.0,0.287,0.385,0.373,0.915,Outfield,0
572,GLENN_HUBBARD,12,1354,4441,545,1084,214,22,70,448,539,640.0,0.244,0.33,0.349,0.983,Second_base,0
573,MILLER_HUGGINS,13,1586,5558,948,1474,146,50,9,318,1003,312.0,0.265,0.381,0.314,0.956,Second_base,0
574,JOHN_HUMMEL,12,1161,3906,421,991,128,84,29,394,346,269.0,0.254,0.316,0.35200000000000004,0.963,Second_base,0
575,RANDY_HUNDLEY,14,1061,3442,311,813,118,13,82,381,271,565.0,0.23600000000000002,0.294,0.35,0.99,Catcher,0
576,RON_HUNT,12,1483,5235,745,1429,223,23,39,370,555,382.0,0.273,0.369,0.34700000000000003,0.976,Second_base,0
577,CLINT_HURDLE,10,515,1391,162,360,81,12,32,193,176,261.0,0.259,0.345,0.40299999999999997,0.965,Outfield,0
578,TOM_HUTTON,12,952,1655,196,410,63,7,22,186,234,140.0,0.248,0.341,0.33399999999999996,0.995,First_base,0
580,ARTHUR_IRWIN,13,1010,3871,552,934,141,45,5,396,309,378.0,0.24100000000000002,0.299,0.305,0.8809999999999999,Shortstop,0
581,CHARLIE_IRWIN,10,989,3679,555,981,144,46,16,488,286,42.0,0.267,0.32899999999999996,0.344,0.9209999999999999,Third_base,0
582,FRANK_ISBELL,10,1119,4219,501,1056,158,62,13,455,190,,0.25,0.289,0.326,0.986,First_base,0
584,FRED_JACKLITSCH,13,490,1344,160,327,64,12,5,153,201,100.0,0.243,0.34700000000000003,0.32,0.978,Catcher,0
585,JOE_JACKSON,13,1332,4981,873,1772,307,168,54,785,519,158.0,0.35600000000000004,0.423,0.517,0.9620000000000001,Outfield,0
586,RANDY_JACKSON,10,955,3203,412,835,115,44,103,415,281,382.0,0.261,0.322,0.42100000000000004,0.955,Third_base,0
587,REGGIE_JACKSON,21,2820,9864,1551,2584,463,49,563,1702,1375,2597.0,0.262,0.358,0.49,0.9670000000000001,Outfield,1
588,SONNY_JACKSON,12,936,3055,396,767,81,28,7,162,250,265.0,0.251,0.31,0.303,0.9490000000000001,Shortstop,0
589,RON_JACKSON,10,926,2986,356,774,165,22,56,342,213,329.0,0.259,0.316,0.385,0.993,First_base,0
590,TRAVIS_JACKSON,15,1656,6086,833,1768,291,86,135,929,412,565.0,0.29100000000000004,0.337,0.433,0.9520000000000001,Shortstop,2
591,BABY-DOLL_JACOBSON,11,1472,5507,787,1714,328,94,83,819,355,410.0,0.311,0.35700000000000004,0.45,0.973,Outfield,0
592,BROOK_JACOBY,11,1311,4520,535,1220,204,24,120,545,439,764.0,0.27,0.337,0.405,0.958,Third_base,0
593,CHARLIE_JAMIESON,18,1779,6560,1062,1990,322,80,18,552,748,345.0,0.303,0.37799999999999995,0.385,0.9670000000000001,Outfield,0
594,HAL_JANVRIN,10,759,2221,250,515,68,18,6,210,171,197.0,0.23199999999999998,0.292,0.287,0.907,Shortstop,0
595,JULIAN_JAVIER,13,1622,5722,722,1469,216,55,78,506,314,812.0,0.257,0.298,0.355,0.972,Second_base,0
596,HAL_JEFFCOAT,12,918,1963,249,487,95,18,26,188,114,289.0,0.248,0.29100000000000004,0.355,0.978,Outfield,0
597,HUGHIE_JENNINGS,17,1285,4904,994,1527,232,88,18,840,347,117.0,0.311,0.39,0.406,0.922,Shortstop,2
598,JACKIE_JENSEN,11,1438,5236,810,1463,259,45,199,929,750,546.0,0.27899999999999997,0.37200000000000005,0.46,0.977,Outfield,0
599,ALEX_JOHNSON,13,1322,4623,550,1331,180,33,78,525,244,626.0,0.28800000000000003,0.32899999999999996,0.392,0.953,Outfield,0
600,CLIFF_JOHNSON,15,1369,3945,539,1016,188,10,196,699,568,719.0,0.258,0.358,0.45899999999999996,0.993,Designated_hitter,0
601,DAVEY_JOHNSON,13,1435,4797,564,1252,242,18,136,609,559,675.0,0.261,0.34299999999999997,0.40399999999999997,0.98,Second_base,0
603,ERNIE_JOHNSON,10,813,2619,372,697,91,36,19,256,181,153.0,0.266,0.317,0.35,0.9440000000000001,Shortstop,0
604,INDIAN-BOB_JOHNSON,13,1863,6920,1239,2051,396,95,288,1283,1075,851.0,0.29600000000000004,0.39299999999999996,0.506,0.9520000000000001,Outfield,0
605,BOB_JOHNSON,11,874,2307,254,628,88,11,44,230,156,291.0,0.272,0.321,0.377,0.968,Shortstop,0
606,ROY_JOHNSON,10,1155,4359,717,1292,275,83,58,556,489,380.0,0.29600000000000004,0.369,0.43700000000000006,0.938,Outfield,0
607,JIMMY_JOHNSTON,13,1377,5070,754,1493,185,75,22,410,391,246.0,0.294,0.34700000000000003,0.374,0.9259999999999999,Third_base,0
608,DOC_JOHNSTON,11,1055,3774,478,992,154,68,14,381,264,292.0,0.263,0.319,0.35100000000000003,0.9890000000000001,First_base,0
609,JAY_JOHNSTONE,20,1748,4703,578,1254,215,38,102,531,429,632.0,0.267,0.331,0.39399999999999996,0.9790000000000001,Outfield,0
610,CHARLEY_JONES,11,881,3687,728,1101,170,98,56,219,237,124.0,0.299,0.34700000000000003,0.44299999999999995,0.882,Outfield,0
611,CLEON_JONES,13,1213,4263,565,1196,183,33,93,524,360,702.0,0.281,0.342,0.40399999999999997,0.978,Outfield,0
613,FIELDER_JONES,15,1788,6747,1180,1920,206,75,21,631,817,15.0,0.285,0.368,0.34700000000000003,0.9640000000000001,Outfield,0
614,MACK_JONES,10,1002,3091,485,778,132,31,133,415,383,756.0,0.252,0.349,0.444,0.976,Outfield,0
615,RUPPERT_JONES,12,1331,4415,643,1103,215,38,147,579,534,817.0,0.25,0.332,0.41600000000000004,0.986,Outfield,0
616,WILLIE_JONES,15,1691,5826,786,1502,252,33,190,812,755,541.0,0.258,0.345,0.41,0.963,Third_base,0
617,EDDIE_JOOST,17,1574,5606,874,1339,238,35,134,601,1043,827.0,0.239,0.361,0.366,0.958,Shortstop,0
619,ART_JORGENS,11,307,738,79,176,31,5,4,89,85,73.0,0.23800000000000002,0.317,0.31,0.978,Catcher,0
620,MIKE_JORGENSEN,17,1633,3421,429,833,132,13,95,426,532,589.0,0.243,0.349,0.373,0.9940000000000001,First_base,0
621,VON_JOSHUA,10,822,2234,277,610,87,31,30,184,108,338.0,0.273,0.307,0.38,0.975,Outfield,0
622,JOE_JUDGE,20,2171,7898,1184,2352,433,159,71,1034,965,478.0,0.298,0.37799999999999995,0.42,0.993,First_base,0
623,BILLY_JURGES,17,1816,6253,721,1613,245,55,43,656,568,530.0,0.258,0.325,0.335,0.9640000000000001,Shortstop,0
625,AL_KALINE,22,2834,10116,1622,3007,498,75,399,1583,1277,1020.0,0.297,0.379,0.48,0.986,Outfield,1
628,WILLIE_KEELER,19,2123,8591,1719,2932,241,145,33,810,524,36.0,0.341,0.387,0.415,0.96,Outfield,1
630,GEORGE_KELL,15,1795,6702,881,2054,385,50,78,870,621,287.0,0.306,0.368,0.414,0.9690000000000001,Third_base,2
631,MICK_KELLEHER,11,622,1081,108,230,32,6,0,65,74,133.0,0.213,0.268,0.253,0.976,Shortstop,0
632,CHARLIE_KELLER,13,1170,3790,725,1085,166,72,189,760,784,499.0,0.28600000000000003,0.41,0.518,0.98,Outfield,0
635,PAT_KELLY,15,1385,4338,620,1147,189,35,76,418,588,768.0,0.264,0.35600000000000004,0.377,0.978,Outfield,0
636,KING_KELLY,16,1455,5894,1357,1813,359,102,69,950,549,417.0,0.308,0.368,0.43799999999999994,0.82,Outfield,2
637,KEN_KELTNER,13,1526,5683,737,1570,308,69,163,852,514,480.0,0.276,0.33799999999999997,0.441,0.965,Third_base,0
638,STEVE_KEMP,11,1168,4058,581,1128,179,25,130,634,576,605.0,0.278,0.37,0.431,0.982,Outfield,0
640,JOHN_KENNEDY,12,856,2110,237,475,77,17,32,185,142,461.0,0.225,0.282,0.32299999999999995,0.953,Third_base,0
641,BOB_KENNEDY,16,1483,4624,514,1176,196,41,63,514,364,443.0,0.254,0.31,0.355,0.978,Outfield,0
642,TERRY_KENNEDY,14,1491,4979,474,1313,244,12,113,628,365,855.0,0.264,0.316,0.386,0.985,Catcher,0
643,MARTY_KEOUGH,11,841,1796,256,434,71,23,43,176,164,318.0,0.242,0.311,0.379,0.9840000000000001,Outfield,0
644,DON_KESSINGER,16,2078,7651,899,1931,254,80,14,527,684,759.0,0.252,0.316,0.312,0.966,Shortstop,0
647,RALPH_KINER,10,1472,5205,971,1451,216,39,369,1015,1011,749.0,0.27899999999999997,0.39799999999999996,0.5479999999999999,0.9740000000000001,Outfield,1
648,JIM_KING,11,1125,2918,374,699,112,19,117,401,363,401.0,0.24,0.32799999999999996,0.41100000000000003,0.9840000000000001,Outfield,0
649,DAVE_KINGMAN,16,1941,6677,901,1575,240,25,442,1210,608,1816.0,0.23600000000000002,0.305,0.478,0.9570000000000001,Outfield,0
650,TOM_KINSLOW,10,380,1414,186,376,40,29,12,222,67,92.0,0.266,0.301,0.361,0.9229999999999999,Catcher,0
651,ED_KIRKPATRICK,16,1311,3467,411,824,143,18,85,424,456,518.0,0.23800000000000002,0.33,0.363,0.9890000000000001,Outfield,0
652,RON_KITTLE,10,843,2708,356,648,100,3,176,460,236,744.0,0.239,0.309,0.473,0.9740000000000001,Outfield,0
653,MALACHI_KITTRIDGE,16,1215,4027,375,882,108,31,17,390,314,166.0,0.21899999999999997,0.27699999999999997,0.27399999999999997,0.961,Catcher,0
654,BILLY_KLAUS,11,821,2513,357,626,106,15,40,250,331,285.0,0.249,0.337,0.35100000000000003,0.955,Shortstop,0
655,CHUCK_KLEIN,17,1753,6486,1168,2076,398,74,300,1201,601,521.0,0.32,0.379,0.5429999999999999,0.9620000000000001,Outfield,2
656,LOU_KLIMCHOCK,12,318,669,64,155,21,3,13,69,31,71.0,0.23199999999999998,0.267,0.33,0.9059999999999999,Third_base,0
658,TED_KLUSZEWSKI,15,1718,5929,848,1766,290,29,279,1028,492,365.0,0.298,0.354,0.498,0.993,First_base,0
659,OTTO_KNABE,11,1278,4469,572,1103,178,48,8,365,485,191.0,0.247,0.325,0.313,0.9570000000000001,Second_base,0
660,BILL_KNICKERBOCKER,10,907,3418,423,943,198,27,28,368,244,238.0,0.276,0.326,0.374,0.955,Shortstop,0
661,RAY_KNIGHT,13,1495,4829,490,1311,266,27,84,595,343,579.0,0.271,0.325,0.39,0.9570000000000001,Third_base,0
662,MARK_KOENIG,12,1162,4271,572,1190,195,49,28,443,222,190.0,0.27899999999999997,0.316,0.36700000000000005,0.927,Shortstop,0
664,ED_KONETCHY,15,2085,7649,972,2150,344,181,75,992,689,545.0,0.281,0.34600000000000003,0.40299999999999997,0.99,First_base,0
665,LARRY_KOPF,10,853,3010,349,750,84,30,5,266,242,214.0,0.249,0.312,0.302,0.9279999999999999,Shortstop,0
666,ANDY_KOSCO,10,658,1963,204,464,75,8,73,267,99,350.0,0.23600000000000002,0.275,0.39399999999999996,0.9790000000000001,Outfield,0
667,ED_KRANEPOOL,18,1853,5436,536,1418,225,25,118,614,454,581.0,0.261,0.319,0.377,0.9940000000000001,First_base,0
668,MIKE_KREEVICH,12,1241,4676,676,1321,221,75,45,514,446,339.0,0.28300000000000003,0.34600000000000003,0.391,0.982,Outfield,0
669,RED_KRESS,14,1391,5087,691,1454,298,58,89,799,474,453.0,0.28600000000000003,0.34700000000000003,0.42,0.9440000000000001,Shortstop,0
670,TED_KUBIAK,10,977,2447,238,565,61,21,13,202,271,272.0,0.231,0.309,0.289,0.981,Second_base,0
672,HARVEY_KUENN,15,1833,6913,951,2092,356,56,87,671,594,404.0,0.303,0.359,0.408,0.978,Outfield,0
673,JOE_KUHEL,18,2104,7984,1236,2212,412,111,131,1049,980,612.0,0.27699999999999997,0.359,0.406,0.992,First_base,0
674,DUANE_KUIPER,12,1057,3379,329,917,91,29,1,263,248,255.0,0.271,0.326,0.316,0.983,Second_base,0
675,CHET_LAABS,11,950,3102,467,813,151,44,117,509,389,595.0,0.262,0.34600000000000003,0.452,0.977,Outfield,0
676,CANDY_LaCHANCE,12,1263,4919,678,1377,197,86,39,690,219,124.0,0.28,0.318,0.379,0.9840000000000001,First_base,0
677,LEE_LACY,16,1523,4549,650,1303,207,42,91,458,372,657.0,0.28600000000000003,0.342,0.41,0.983,Outfield,0
678,JOE_LAHOUD,11,791,1925,239,429,68,12,65,218,309,339.0,0.223,0.335,0.37200000000000005,0.9790000000000001,Outfield,0
679,NAP_LAJOIE,21,2480,9589,1504,3242,657,163,83,1599,516,85.0,0.33799999999999997,0.38,0.467,0.963,Second_base,1
681,STEVE_LAKE,10,432,1005,78,240,35,5,13,95,39,140.0,0.239,0.271,0.322,0.99,Catcher,0
682,JIM_LANDIS,11,1346,4288,625,1061,169,50,93,467,588,767.0,0.247,0.34600000000000003,0.375,0.9890000000000001,Outfield,0
683,KEN_LANDREAUX,11,1264,4101,522,1099,180,45,91,479,299,421.0,0.268,0.321,0.4,0.981,Outfield,0
685,HAL_LANIER,10,1196,3703,297,843,111,20,8,273,136,436.0,0.228,0.256,0.275,0.971,Shortstop,0
686,CARNEY_LANSFORD,15,1862,7158,1007,2074,332,40,151,874,553,719.0,0.29,0.34600000000000003,0.41100000000000003,0.966,Third_base,0
687,FRANK_LaPORTE,11,1194,4212,501,1185,198,79,15,560,288,85.0,0.281,0.331,0.377,0.9520000000000001,Second_base,0
688,HENRY_LARKIN,10,1184,4718,925,1430,259,114,53,549,484,141.0,0.303,0.38,0.44,0.971,First_base,0
689,LYN_LARY,12,1302,4603,805,1239,247,56,38,526,705,470.0,0.26899999999999996,0.369,0.37200000000000005,0.956,Shortstop,0
690,ARLIE_LATHAM,17,1627,6822,1478,1833,245,85,27,398,589,239.0,0.26899999999999996,0.33399999999999996,0.341,0.87,Third_base,0
691,CHARLIE_LAU,11,527,1170,105,298,63,9,16,140,109,150.0,0.255,0.321,0.365,0.988,Catcher,0
692,COOKIE_LAVAGETTO,10,1043,3509,487,945,183,37,40,486,485,244.0,0.26899999999999996,0.36,0.377,0.9359999999999999,Third_base,0
693,DOC_LAVAN,12,1163,3891,338,954,134,45,7,377,209,376.0,0.245,0.28800000000000003,0.308,0.93,Shortstop,0
694,VANCE_LAW,11,1212,3802,453,972,193,26,71,442,408,602.0,0.256,0.32899999999999996,0.376,0.956,Third_base,0
698,TOMMY_LEACH,19,2156,7959,1355,2143,266,172,63,810,820,278.0,0.26899999999999996,0.34,0.37,0.975,Outfield,0
699,HANK_LEIBER,10,813,2805,410,808,137,24,101,518,274,319.0,0.28800000000000003,0.35600000000000004,0.462,0.973,Outfield,0
701,JOHNNIE_LeMASTER,12,1039,3191,320,709,109,19,22,229,241,564.0,0.222,0.278,0.289,0.961,Shortstop,0
702,CHET_LEMON,16,1988,6868,973,1875,396,61,215,884,749,1024.0,0.273,0.35700000000000004,0.442,0.9840000000000001,Outfield,0
703,JIM_LEMON,12,1010,3445,446,901,121,35,164,529,363,787.0,0.262,0.335,0.46,0.961,Outfield,0
704,JEFFREY_LEONARD,14,1415,5045,614,1342,223,37,144,723,342,1000.0,0.266,0.316,0.41100000000000003,0.9740000000000001,Outfield,0
706,SAM_LESLIE,10,822,2460,311,749,123,28,36,389,216,118.0,0.304,0.366,0.42100000000000004,0.9890000000000001,First_base,0
707,DUFFY_LEWIS,11,1459,5351,612,1518,289,68,38,793,352,353.0,0.284,0.33299999999999996,0.384,0.9590000000000001,Outfield,0
708,BUDDY_LEWIS,11,1349,5261,830,1563,249,93,71,607,573,303.0,0.297,0.368,0.42,0.927,Third_base,0
709,SIXTO_LEZCANO,12,1291,4134,560,1122,184,34,148,591,576,768.0,0.271,0.363,0.44,0.98,Outfield,0
710,BOB_LILLIS,10,817,2328,198,549,68,9,3,137,99,116.0,0.23600000000000002,0.271,0.27699999999999997,0.9590000000000001,Shortstop,0
711,JOHNNY_LINDELL,12,854,2795,401,762,124,48,72,404,289,366.0,0.273,0.344,0.429,0.98,Outfield,0
712,FREDDY_LINDSTROM,13,1438,5611,895,1747,301,81,103,779,334,276.0,0.311,0.35100000000000003,0.449,0.9590000000000001,Third_base,2
713,DANNY_LITWHILER,11,1057,3494,428,982,162,32,107,451,299,377.0,0.281,0.342,0.43799999999999994,0.982,Outfield,0
717,JOHNNY_LOGAN,13,1503,5244,651,1407,216,41,93,547,451,472.0,0.268,0.331,0.37799999999999995,0.965,Shortstop,0
718,SHERM_LOLLAR,18,1752,5351,623,1415,244,14,155,808,671,453.0,0.264,0.359,0.402,0.992,Catcher,0
724,AL_LOPEZ,19,1950,5916,613,1547,206,43,51,652,556,538.0,0.261,0.326,0.337,0.985,Catcher,0
725,HECTOR_LOPEZ,12,1450,4644,623,1251,193,37,136,591,418,696.0,0.26899999999999996,0.33299999999999996,0.415,0.9670000000000001,Outfield,0
727,JOHN_LOWENSTEIN,16,1368,3476,510,881,137,18,116,441,446,596.0,0.253,0.34,0.40299999999999997,0.9840000000000001,Outfield,0
728,PEANUTS_LOWREY,13,1401,4317,564,1177,186,45,37,479,403,226.0,0.273,0.336,0.36200000000000004,0.983,Outfield,0
729,GREG_LUZINSKI,15,1821,6505,880,1795,344,24,307,1128,845,1495.0,0.276,0.366,0.478,0.972,Outfield,0
730,JERRY_LYNCH,13,1184,2879,364,798,123,34,115,470,224,416.0,0.27699999999999997,0.331,0.46299999999999997,0.9640000000000001,Outfield,0
731,FRED_LYNN,17,1969,6925,1063,1960,388,43,306,1111,857,1116.0,0.28300000000000003,0.364,0.484,0.988,Outfield,0
732,DENNY_LYONS,13,1121,4294,932,1333,244,69,62,569,621,212.0,0.31,0.40700000000000003,0.44299999999999995,0.882,Third_base,0
735,GARRY_MADDOX,15,1749,6331,777,1802,337,62,117,754,323,781.0,0.285,0.32299999999999995,0.413,0.983,Outfield,0
736,BILL_MADLOCK,15,1806,6594,920,2008,348,34,163,860,605,510.0,0.305,0.369,0.442,0.948,Third_base,0
737,SHERRY_MAGEE,16,2087,7441,1112,2169,425,166,83,1176,736,359.0,0.29100000000000004,0.363,0.42700000000000005,0.97,Outfield,0
739,FRANK_MALZONE,12,1441,5428,647,1486,239,21,133,728,337,434.0,0.27399999999999997,0.318,0.39899999999999997,0.955,Third_base,0
740,GUS_MANCUSO,17,1460,4505,386,1194,197,16,53,543,418,264.0,0.265,0.32799999999999996,0.35100000000000003,0.977,Catcher,0
741,CLYDE_MANION,13,477,1145,96,250,25,3,3,112,118,102.0,0.218,0.293,0.253,0.973,Catcher,0
742,LES_MANN,16,1498,4716,677,1332,203,106,44,503,324,464.0,0.282,0.332,0.39799999999999996,0.966,Outfield,0
743,RICK_MANNING,13,1555,5248,664,1349,189,43,56,458,471,616.0,0.257,0.319,0.341,0.985,Outfield,0
744,FELIX_MANTILLA,11,969,2707,360,707,97,10,89,330,256,352.0,0.261,0.331,0.40299999999999997,0.977,Second_base,0
745,MICKEY_MANTLE,18,2401,8102,1677,2415,344,72,536,1509,1733,1710.0,0.298,0.423,0.557,0.982,Outfield,1
746,HEINIE_MANUSH,17,2008,7654,1287,2524,491,160,110,1183,506,345.0,0.33,0.377,0.479,0.9790000000000001,Outfield,2
747,RABBIT_MARANVILLE,23,2670,10078,1255,2605,380,177,28,884,839,756.0,0.258,0.318,0.34,0.9520000000000001,Shortstop,1
748,MARTY_MARION,13,1572,5506,602,1448,272,37,36,624,470,537.0,0.263,0.32299999999999995,0.345,0.9690000000000001,Shortstop,0
749,ROGER_MARIS,12,1463,5101,826,1325,195,42,275,851,652,733.0,0.26,0.348,0.47600000000000003,0.982,Outfield,0
751,WILLARD_MARSHALL,11,1246,4233,583,1160,163,39,130,604,458,219.0,0.27399999999999997,0.34700000000000003,0.423,0.9790000000000001,Outfield,0
752,BILLY_MARTIN,11,1021,3419,425,877,137,28,64,333,188,355.0,0.257,0.301,0.369,0.98,Second_base,0
